name;popularity;releases;age;loc;cbo;dit;lcom
objectbox-java;4151;35;6;21610.0;4.0;24.0;0.0
InternetArchitect;4141;0;3;44604.0;3.0;14.0;0.0
starrocks;4140;55;1;396906.0;4.0;26.0;0.0
BGABanner-Android;4140;0;8;2123.0;3.0;3.0;1.0
moco;4136;0;10;16739.0;5.0;7.0;1.0
AndroidHttpCapture;4132;1;6;15905.0;3.0;4.0;0.0
lwjgl3;4130;16;10;819719.0;6.0;18.0;66.0
CircleIndicator;4129;7;8;1712.0;5.0;3.0;1.0
OpenHub;4128;31;5;24549.0;4.0;9.0;1.0
simplify;4127;9;9;21150.0;8.0;4.0;0.0
AndroidWiFiADB;4123;8;7;1096.0;2.0;5.0;0.0
StepView;4114;13;6;906.0;7.0;3.0;0.0
java-learning;4100;0;7;10984.0;1.0;4.0;0.0
Tangram-Android;4096;38;5;24338.0;3.0;6.0;0.0
epic;4070;5;5;5127.0;3.0;3.0;1.0
runelite;4069;0;6;207897.0;3.0;10.0;0.0
mockserver;4069;0;10;65134.0;5.0;7.0;1.0
FloatWindow;4066;9;5;1473.0;2.0;3.0;1.0
javacpp;4065;9;8;25716.0;4.0;13.0;0.0
LoadingDrawable;4061;0;6;4428.0;4.0;3.0;1.0
JustTrustMe;4059;1;8;556.0;1.5;2.0;0.0
shiro;4057;0;13;35910.0;3.0;11.0;1.0
graphhopper;4056;40;11;94218.0;4.0;8.0;0.0
ViewPagerCards;4054;0;6;240.0;6.0;2.0;0.0
Phoenix;4041;1;8;976.0;2.5;4.0;0.0
AndroidTutorialForBeginners;4037;0;6;3957.0;4.0;4.0;0.0
Gadgetbridge;4035;0;8;126345.0;3.0;21.0;0.0
concurrent;4023;0;4;;;;
ExpandableTextView;4021;4;8;552.0;4.0;5.0;0.0
java-faker;4021;0;11;6710.0;4.0;2.0;0.0
Bolts-Android;4013;11;9;5144.0;2.0;4.0;0.0
iceberg;3998;9;4;253681.0;6.0;28.0;1.0
hudi;3998;21;6;189275.0;6.0;17.0;1.0
BadgeView;3992;5;6;1759.0;2.0;3.0;0.0
frontend-maven-plugin;3984;0;9;2960.0;3.0;4.0;1.0
powermock;3983;16;8;32976.0;2.0;7.0;0.0
microservices-platform;3980;29;4;8526.0;5.0;4.0;0.0
traccar;3978;42;10;62001.0;4.0;5.0;0.0
hmily;3970;0;5;26523.0;4.0;5.0;0.0
CC;3969;0;5;4599.0;4.0;5.0;0.0
QLExpress;3969;2;5;12147.0;3.0;6.0;0.0
RxJavaSamples;3963;3;6;1001.0;3.0;3.0;0.0
jodd;3962;37;10;26882.0;3.0;24.0;0.0
TwinklingRefreshLayout;3960;0;7;6273.0;2.0;4.0;0.0
ForestBlog;3959;0;5;2437.0;3.0;2.0;0.0
killbill;3949;137;10;146482.0;6.0;8.0;1.0
XCL-Charts;3948;0;8;23397.0;3.0;5.0;4.0
jstorm;3939;22;9;296316.0;4.0;67.0;1.0
usb-serial-for-android;3938;24;9;6759.0;6.0;5.0;1.0
greys-anatomy;3924;0;10;10774.0;3.0;4.0;0.0
spring-cloud-gateway;3924;1;6;26251.0;6.0;8.0;0.0
hawk;3921;22;8;834.0;2.0;2.0;1.0
BigImageViewer;3915;0;6;2513.0;3.0;4.0;1.0
android-iconify;3910;0;9;909.0;3.0;2.0;1.0
dynamic-datasource-spring-boot-starter;3905;10;4;3387.0;4.0;4.0;0.0
sodium-fabric;3902;19;3;12542.0;4.0;3.0;1.0
failsafe;3899;0;7;9996.0;6.0;12.0;1.0
PojavLauncher;3883;123;3;35166.0;3.0;10.0;1.0
Conductor;3873;21;6;46264.0;5.0;4.0;0.0
malmo;3865;21;6;19130.0;5.0;41.0;1.0
dragonwell8;3857;22;4;;;;
ahbottomnavigation;3855;14;6;2339.0;2.0;2.0;0.0
SmartCropper;3845;13;5;1004.0;3.0;2.0;0.0
learning-spark;3837;0;8;2295.0;2.0;2.0;0.0
tiny-spring;3835;0;9;1543.0;2.0;3.0;0.0
MusicBot;3829;34;6;3739.0;6.0;14.0;1.0
micrometer;3825;177;5;60965.0;4.0;8.0;0.0
jitsi;3824;7;9;196525.0;3.0;103.0;0.0
spring-boot-starter;3823;26;7;4334.0;4.0;4.0;0.0
opengrok;3819;214;10;67631.0;3.0;7.0;1.0
MaterialSearchView;3819;6;7;1361.0;2.0;3.0;1.0
jetcache;3815;62;5;17425.0;4.0;6.0;0.0
RichText;3803;0;7;5185.0;2.0;5.0;0.0
--;3801;0;2;26884.0;3.0;4.0;6.0
roboguice;3794;0;10;74026.0;3.0;41.0;0.0
open-location-code;3788;5;8;2250.0;3.0;3.0;0.0
Geyser;3786;0;3;37960.0;6.0;10.0;1.0
GuideView;3785;0;6;1246.0;2.0;4.0;1.0
javassist;3779;21;9;82714.0;1.0;19.0;0.0
small-spring;3775;0;1;10379.0;2.0;9.0;0.0
sticky-headers-recyclerview;3750;0;8;808.0;2.0;3.0;0.0
CircleProgress;3749;0;8;1451.0;6.0;4.0;1.0
flink-recommandSystem-demo;3741;0;3;1835.0;3.0;2.0;1.0
liquibase;3741;83;11;94522.0;4.0;7.0;3.0
NekoX;3738;186;2;1124519.0;3.0;1497.0;0.0
DesignPattern;3734;0;6;2603.0;2.0;2.0;0.0
TVBoxOSC;3726;0;0;22428.0;3.0;7.0;0.0
Launcher3;3724;22;5;60130.0;3.0;8.0;0.0
spruce-android;3715;3;6;4269.0;3.0;5.0;0.0
calcite;3714;0;8;319052.0;5.0;72.0;1.0
MarqueeView;3713;0;6;804.0;4.0;2.0;0.0
SuperTextView;3713;39;6;4002.0;2.0;3.0;0.0
hippo4j;3711;17;1;20240.0;3.0;5.0;0.0
NoHttp;3711;0;7;8428.0;3.0;4.0;1.0
strimzi-kafka-operator;3708;114;6;118317.0;7.0;16.0;1.0
interviewGuide;3701;0;6;;;;
tech-weekly;3692;0;4;996;1.0;2;0.0
XposedInstaller;3685;0;10;8980;2.0;6;0.0
flink-cdc-connectors;3677;11;2;38868;4.0;5;0.0
andOTP;3675;38;5;8443;3.0;6;0.0
ASimpleCache;3668;0;9;1993;2.0;3;0.0
keepass2android;3667;22;5;66825;3.0;19;1.0
novel;3667;8;3;4167;2.0;4;0.0
nifi;3664;0;8;687062;4.0;12;1.0
sofa-rpc;3664;52;4;68187;3.0;5;0.0
DataMiningAlgorithm;3661;0;8;11663;2.0;3;0.0
jetlinks-community;3659;16;3;38656;6.0;6;0.0
StylishMusicPlayer;3656;0;6;5777;3.0;4;0.0
bistoury;3651;8;3;73638;3.0;9;1.0
incubator-heron;3649;56;7;70465;4.0;9;1.0
h2database;3638;18;7;226904;4.0;35;3.0
XChange;3633;0;11;156026;4.0;8;0.0
crate;3631;59;9;439140;5.0;14;1.0
oshi;3625;138;11;31259;4.0;19;1.0
xboot;3624;6;4;10265;6.0;4;0.0
wgcloud;3624;17;4;6105;3.0;2;21.0
CustomActivityOnCrash;3622;12;8;893;4.0;2;0.0
mpush;3620;9;6;15032;3.0;4;1.0
jpexs-decompiler;3613;146;8;278646;3.0;111;1.0
blurkit-android;3610;3;6;497;5.0;3;0.0
rejoiner;3608;3;5;3566;5.0;8;0.0
emojicon;3607;2;9;2971;4.0;4;0.0
atmosphere;3607;0;12;41883;4.0;9;1.0
ExplosionField;3589;0;7;343;2.0;2;0.0
ChatKit;3589;1;6;4680;3.0;47;0.0
Ant-Media-Server;3588;43;6;78159;2.0;6;1.0
OsmAnd;3587;1;12;598506;4.0;121;1.0
TelegramBots;3586;77;7;17143;7.0;5;0.0
Guns;3584;0;5;328;6.0;2;0.0
maxwell;3582;198;8;17374;4.0;4;0.0
android-stackblur;3582;0;9;933;0.0;4;0.0
DropDownMenu;3581;2;7;513;3.0;2;0.0
parceler;3572;0;9;10156;3.0;23;0.0
library;3567;0;4;1770;5.0;4;0.0
TinyPinyin;3567;2;7;1401;1.0;3;0.0
JDA;3560;69;7;52780;6.0;6;3.0
LiveEventBus;3559;0;4;7782;2.0;3;0.0
Store;3557;0;6;11288;5.0;52;1.0
BackgroundLibrary;3554;13;4;8029;4.0;2;0.0
jacoco;3551;44;10;33301;3.0;7;0.0
Skeleton;3550;0;5;752;3.0;3;0.0
effective-java-3e-source-code;3546;0;4;3018;1.0;5;0.0
Leetcode;3544;0;6;3683;2.0;2;0.0
RecyclerViewPager;3544;10;8;2735;2.0;4;0.0
DSBridge-Android;3543;2;6;1841;2.0;2;0.0
retrolambda;3542;0;9;4848;1.0;7;0.0
floatingsearchview;3536;0;7;4170;2.0;3;0.0
SwipeDelMenuLayout;3529;2;6;1085;2.0;2;0.0
aviatorscript;3528;49;11;36326;4.0;5;1.0
maven;3526;5;13;71767;4.0;22;1.0
ThreeTenABP;3525;0;7;117;4.0;2;0.0
MagicaSakura;3524;3;6;5367;7.5;11;3.0
Play-with-Algorithms;3519;0;6;5287;2.0;2;0.0
FlexibleAdapter;3517;30;7;15853;4.0;8;1.0
jeepay;3515;0;5;16059;7.0;4;0.0
jetty.project;3515;61;11;394577;4.0;30;0.0
SwipeMenuListView;3514;2;8;1347;2.0;4;1.0
hackpad;3503;0;7;87731;3.0;11;1.0
QR-Code-generator;3498;3;6;1825;3.0;5;1.0
chunjun;3495;30;4;87541;4.0;12;1.0
Music-Player;3493;2;6;926;3.5;4;0.5
GeekNews;3490;0;6;11939;2.0;5;0.0
Terasology;3478;69;12;114299;4.0;14;0.0
groupie;3478;28;6;3898;3.0;5;0.0
databus;3475;0;10;124341;3.0;15;0.0
AppUpdate;3474;3;5;2925;3.0;3;1.0
netty-learning;3471;0;9;68759;4.0;14;1.0
light-4j;3471;159;6;59942;3.0;7;0.0
mall4j;3471;1;3;6741;4.0;4;0.0
SeeWeather;3465;2;7;3101;3.0;10;1.0
MifareClassicTool;3451;2;10;6514;9.0;3;3.0
openhab1-addons;3451;14;9;359292;3.0;41;0.0
blog_demos;3443;0;5;51934;3.0;16;0.0
kylin;3440;0;8;128075;3.0;7;1.0
android-maps-utils;3432;32;9;12045;5.0;6;1.0
giffun;3428;0;4;22397;3.0;6;1.0
lilishop;3424;3;1;40577;5.0;4;0.0
data-transfer-project;3422;55;5;25141;4.0;5;0.0
SSM;3421;10;6;369;2.0;4;1.0
Linkage-RecyclerView;3421;0;3;2552;5.0;3;1.0
android-priority-jobqueue;3410;0;8;14102;3.0;11;0.0
android-butterknife-zelezny;3405;8;9;1626;3.0;7;0.0
austin;3398;0;1;5680;5.0;4;0.0
AlgoDS;3389;0;6;21217;1.0;2;0.0
Android-Week-View;3388;4;8;2003;2.0;3;0.0
vertx-examples;3386;0;8;10175;5.0;2;1.0
BottomNavigationViewEx;3370;19;6;1371;3.0;3;0.0
Android;3358;0;9;1387;4.5;3;1.0
MyBatis-Spring-Boot;3358;0;7;396;4.5;2;0.0
typedb;3355;94;6;76411;6.0;32;1.0
LoadSir;3352;6;5;1481;3.0;3;0.0
PreviewSeekBar;3347;8;6;1171;2.0;2;1.0
awaitility;3347;0;13;5233;1.0;4;0.0
jmonkeyengine;3346;54;8;193074;3.0;10;0.0
archi;3346;0;7;2029;3.5;2;0.0
IDDD_Samples;3346;0;9;28475;3.0;12;5.0
ripme;3344;126;6;19824;4.0;6;3.0
LQRWeChat;3343;0;6;17612;2.0;4;1.0
java-eight-part;3343;0;2;;;;
spock;3340;21;12;21142;3.0;18;1.0
spotless;3328;0;7;30313;4.0;18;1.0
ScalingLayout;3322;4;5;631;2.0;2;0.0
DDComponentForAndroid;3320;4;5;1449;2.0;3;0.0
99-problems;3316;0;7;2057;2.0;1;0.0
AndServer;3315;0;6;12033;3.0;5;1.0
undertow;3313;0;10;155855;3.0;16;0.0
libstreaming;3312;0;10;6798;2.0;5;0.0
mini-spring;3311;0;2;2472;2.0;5;0.0
android;3311;207;6;1387;4.5;3;1.0
actor-platform;3309;97;7;134646;3.0;6;0.0
NewbieGuide;3306;20;5;1896;3.0;3;0.0
Alink;3303;20;4;460938;5.0;18;0.0
volley;3300;9;6;9296;2.0;31;0.0
NullAway;3298;0;5;17916;2.0;5;0.0
ByteLegend;3297;0;2;104032;7.0;2;20.0
http-request;3295;0;11;4876;2.0;9;0.0
react-native-share;3294;97;7;1664;3.0;3;8.0
AutoDispose;3289;2;6;5395;6.0;5;1.0
java-tron;3286;71;5;232054;9.0;64;0.0
android-hidden-api;3274;1;7;480;8.5;1;0.5
JavaEETest;3255;0;6;2133;3.0;3;0.0
igniter;3251;33;4;6122;2.0;3;0.0
Android-BluetoothKit;3249;0;7;8347;2.0;3;0.0
hope-boot;3246;2;4;2870;4.0;5;0.0
LeafPic;3246;7;7;13594;3.0;7;1.0
immutables;3243;9;9;67228;3.0;21;0.0
IoT-Technical-Guide;3237;0;3;5235;3.0;4;0.0
jackson-databind;3234;0;11;148890;2.0;45;0.0
android-saripaar;3233;3;10;4723;3.0;5;0.0
spring-cloud-kubernetes;3233;3;6;23580;6.0;5;0.0
pixel-dungeon;3232;0;8;38623;4.0;13;1.0
serve;3231;16;3;12924;2.0;5;3.0
Android-Tips;3230;0;7;177;0.0;1;1.0
LoganSquare;3227;0;8;6892;3.0;5;0.0
ffmpeg-android-java;3226;8;8;1306;1.0;3;1.0
jvm-serializers;3222;0;12;31287;5.0;10;1.0
ChipsLayoutManager;3222;11;6;6101;3.5;6;0.0
UETool;3220;10;4;4165;4.0;18;0.0
kestra;3216;16;3;23438;6.0;6;0.0
RxAndroidBle;3213;56;7;14992;3.0;6;0.0
java-developer-roadmap;3212;0;3;5;0.0;1;0.0
drag-sort-listview;3206;0;10;4301;2.0;6;0.0
BubbleSeekBar;3202;12;6;1958;2.0;3;1.0
AndroidViewHover;3202;4;8;712;2.0;3;1.0
boxing;3199;1;6;5910;4.0;5;1.0
GalleryFinal;3199;4;7;7997;3.0;5;1.0
jfinal;3190;0;10;31852;3.0;9;1.0
jvm-tools;3187;0;10;32343;3.0;9;0.0
JCTools;3186;16;9;34705;3.0;18;0.0
ipscan;3185;30;11;12563;3.0;24;0.0
cobar;3184;1;9;63193;3.0;9;1.0
GDA-android-reversing-Tool;3180;34;5;567;2.5;1;0.0
camunda-bpm-platform;3179;0;10;527544;4.0;22;1.0
red5-server;3179;73;9;60726;3.0;6;1.0
ActionBar-PullToRefresh;3177;0;9;3717;5.0;4;1.0
TextDrawable;3174;0;8;824;3.0;3;0.0
network-connection-class;3170;2;7;650;2.5;3;0.0
afinal;3169;0;10;6971;2.0;5;0.0
tablesaw;3167;79;7;47810;4.0;6;1.0
GsonFormat;3165;4;8;5684;1.0;7;0.0
StickerCamera;3159;0;7;14361;2.0;29;0.0
librec;3158;3;9;30216;6.0;8;1.0
migration;3157;0;3;101;1.0;1;0.0
Cockroach;3154;1;6;1562;3.0;2;0.0
bitcoin-wallet;3154;18;10;18207;4.0;8;0.0
AndEngine;3154;0;11;33585;2.0;7;1.0
poi-tl;3148;13;7;22340;4.0;4;0.0
allure2;3145;56;6;7303;4.0;5;1.0
logisim-evolution;3141;29;8;152464;4.0;30;1.0
megabasterd;3140;178;6;19924;1.0;6;0.0
leetcode-editor;3138;41;3;13236;4.0;9;0.0
VideoPlayerManager;3135;0;7;4228;3.0;4;0.0
sofa-jraft;3135;25;4;145440;3.0;18;1.0
citypicker;3134;4;6;6571;2.0;3;0.0
native-navigation;3132;0;6;4473;3.0;5;0.0
animate;3129;0;7;1706;6.0;4;1.0
Highlight;3127;0;7;964;2.0;2;0.0
Java8InAction;3122;0;9;3724;1.0;3;0.0
android-adDialog;3115;0;6;1607;2.5;3;0.0
requery;3114;43;7;23679;3.0;8;0.0
db-tutorial;3113;0;5;6973;4.0;4;0.0
PRDownloader;3104;5;5;4709;1.0;3;0.0
BannerViewPager;3098;55;5;3132;3.0;4;0.0
iotdb;3092;28;4;406302;5.0;41;1.0
brigadier;3091;3;8;4012;5.0;3;0.0
geoserver;3077;26;11;636651;5.0;68;1.0
lombok-intellij-plugin;3074;116;9;37084;2.0;12;0.0
initializr;3072;13;9;27667;4.0;5;1.0
CityPicker;3065;2;7;6571;2.0;3;0.0
RxEasyHttp;3062;0;5;11670;3.0;4;0.0
screw;3059;0;2;3933;3.0;5;0.0
djl;3059;22;3;76111;5.0;7;3.0
RecyclerViewItemAnimators;3059;0;8;2088;3.0;3;1.0
MarsDaemon;3059;0;7;1010;2.0;3;0.0
BlurView;3058;26;6;708;2.5;3;2.0
openj9;3057;36;5;623108;2.0;48;0.0
android-mvp-mvvm-flytour;3057;11;4;21364;1.0;5;0.0
ShapeOfView;3050;0;5;2078;3.0;4;1.0
sofa-jarslink;3049;2;5;948;3.0;2;0.0
TableView;3044;12;5;5170;4.0;8;1.0
My-Blog;3043;0;4;2411;3.0;4;5.0
yanxuan-weex-demo;3041;0;5;15894;0.0;4;0.0
ViewpagerTransition;3035;1;6;588;2.0;4;0.0
QNotified;3031;28;3;35499;4.0;7;0.0
Crouton;3028;8;10;1454;5.0;3;1.0
logging-log4j2;3025;0;9;166564;4.0;55;1.0
android-viewbadger;3022;0;11;563;2.0;3;0.0
WePush;3013;50;5;20209;3.0;7;1.0
android-process-button;3013;1;8;941;4.5;4;1.0
shopizer;3009;18;10;53577;4.0;6;2.0
Carbon;3008;2;8;38604;3.0;7;1.0
SlidingRootNav;3006;1;5;971;3.0;4;0.0
dexcount-gradle-plugin;3006;21;7;2472;3.0;4;1.0
LikeButton;3001;14;7;781;4.5;2;1.0
DraggablePanel;3001;10;8;1975;4.0;3;1.0
AndroidChromium;3001;2;6;139119;3.0;21;0.0
booksource;3001;0;6;4992;2.0;3;0.0
react-native-fbsdk;2996;22;7;1241;5.5;4;1.0
RoaringBitmap;2996;9;9;71413;5.0;7;1.0
yuicompressor;2993;1;14;6075;2.0;4;8.0
linkis;2989;28;3;74434;2.0;6;1.0
spotbugs;2988;57;6;192872;2.0;15;0.0
bundletool;2988;50;4;49790;7.0;29;6.0
DeepLearning;2983;0;10;1083;4.0;2;0.0
MultiImageSelector;2981;2;7;1425;3.0;2;0.0
jwt-spring-security-demo;2976;3;6;549;4.0;2;0.0
light-task-scheduler;2974;29;8;45904;3.0;6;0.0
AxonFramework;2973;109;11;120337;4.0;16;0.0
helidon;2972;70;4;293831;4.0;28;1.0
guide-rpc-framework;2969;0;2;1560;4.0;4;0.0
RealtimeBlurView;2969;0;6;676;4.0;5;0.0
robospice;2968;1;10;14955;4.0;8;0.0
Nuwa;2964;0;7;130;3.5;2;0.0
react-native-notifications;2961;24;6;1543;4.0;3;1.0
WebCollector;2958;0;8;4617;3.0;9;1.0
optaplanner;2944;0;12;154569;5.0;23;1.0
AndroidTreeView;2939;0;8;2145;4.0;3;0.0
IntelliJ-Key-Promoter-X;2938;23;5;1124;5.0;6;0.0
Digital;2936;34;6;75583;4.0;36;0.0
AndroidTVLauncher;2935;3;6;1086;4.0;3;0.0
Bastillion;2929;17;10;5129;4.0;3;3.0
ReLinker;2927;12;7;1224;2.0;4;0.0
jabref;2927;37;9;;;;
novel-plus;2923;19;2;13994;3.0;4;0.0
curator;2920;0;9;47366;3.0;7;0.0
marshalsec;2919;0;5;2207;6.0;5;1.0
android-vision;2915;0;7;5812;3.0;3;0.0
ShadowLayout;2914;27;3;2056;4.0;2;1.0
yacy_search_server;2911;0;7;154101;4.0;10;0.0
ftgo-application;2911;0;5;6868;3.0;5;0.0
